,actividad,is_apellido1,is_apellido2,is_celular,is_direccion,is_fnac,is_nombre,is_nombrecompleto,is_nrofam,is_presencial,is_profesion,is_recontacto,is_remoto,is_telefono,loc_comuna,loc_provincia,loc_region,medio_inicial,sexo
376,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
377,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
379,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,otro,otro,bio-bio,recorrido por el sector,femenino
380,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
381,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
383,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
384,profesional,True,False,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
386,independiente (no profesional),True,True,True,False,True,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
389,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
390,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
392,independiente (no profesional),True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
394,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
395,empleado,True,True,True,True,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,femenino
396,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
397,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,eventos,masculino
401,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
402,empleado,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
403,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,femenino
405,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
407,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,finco,femenino
409,sin informacion,True,True,True,True,True,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,femenino
410,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
411,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
412,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
413,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
415,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,otro,otro,bio-bio,finco,femenino
416,profesional,True,True,True,False,True,True,True,True,False,True,False,False,False,otro,otro,bio-bio,internet,femenino
418,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
419,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,letreros,femenino
421,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
423,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
425,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
426,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
427,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,providencia,santiago,metropolitana,internet,masculino
428,independiente (no profesional),True,True,True,False,False,True,True,True,False,False,False,False,False,chiguayante,concepcion,bio-bio,recorrido por el sector,masculino
429,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,internet,femenino
431,independiente (no profesional),True,True,True,True,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
432,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
434,tecnico,True,True,True,True,False,True,True,True,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,femenino
435,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,femenino
436,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
438,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,finco,masculino
439,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
440,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
444,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
446,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
447,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
448,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
449,empleado,True,True,True,True,True,True,True,True,False,False,False,False,False,hualpen,concepcion,bio-bio,letreros,femenino
450,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
451,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
456,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
458,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
459,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,lota,concepcion,bio-bio,recorrido por el sector,masculino
463,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,penco,concepcion,bio-bio,recorrido por el sector,femenino
464,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,penco,concepcion,bio-bio,recontacto,femenino
465,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
466,independiente (no profesional),True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,femenino
467,profesional,True,True,True,True,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
469,independiente (no profesional),True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
470,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,recontacto,femenino
471,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
472,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
473,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
474,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
477,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
479,tecnico,True,True,True,True,True,True,True,True,False,False,False,False,False,la florida,santiago,metropolitana,recorrido por el sector,femenino
480,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
481,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,hualpen,concepcion,bio-bio,recorrido por el sector,femenino
482,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,hualpen,concepcion,bio-bio,internet,femenino
484,empleado,True,True,True,True,False,True,True,False,False,False,False,False,True,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
485,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recontacto,femenino
486,independiente (no profesional),True,True,True,True,True,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
487,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
488,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
489,empleado,True,True,True,True,True,True,True,True,False,False,False,False,False,talcahuano,concepcion,bio-bio,recontacto,masculino
491,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,recorrido por el sector,masculino
